model,split,threshold_mode,threshold,precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,false_alerts,missed_anomalies,alert_count,alert_rate,precision_at_50,recall_at_50,anomalies_found_at_50,precision_at_100,recall_at_100,anomalies_found_at_100,precision_at_200,recall_at_200,anomalies_found_at_200
HistGradientBoosting,val,balanced_f1,0.8620860647500261,0.7560975609756098,0.34831460674157305,0.47692307692307695,0.4554527091390635,0.8760963199492391,9259,20,116,62,20,116,82,0.008670825843290684,0.84,0.23595505617977527,42,0.63,0.3539325842696629,63,0.415,0.46629213483146065,83
HistGradientBoosting,test,balanced_f1,0.8620860647500261,0.7037037037037037,0.32386363636363635,0.44357976653696496,0.4505170677586998,0.8533014167205344,9258,24,119,57,24,119,81,0.008564178473250158,0.78,0.2215909090909091,39,0.62,0.3522727272727273,62,0.395,0.44886363636363635,79
HistGradientBoosting,val,precision_floor_60,0.8455188432327606,0.6213592233009708,0.3595505617977528,0.4555160142348754,0.4554527091390635,0.8760963199492391,9240,39,114,64,39,114,103,0.010891403193401712,0.84,0.23595505617977527,42,0.63,0.3539325842696629,63,0.415,0.46629213483146065,83
HistGradientBoosting,test,precision_floor_60,0.8455188432327606,0.5663716814159292,0.36363636363636365,0.4429065743944637,0.4505170677586998,0.8533014167205344,9233,49,112,64,49,112,113,0.011947557623176147,0.78,0.2215909090909091,39,0.62,0.3522727272727273,62,0.395,0.44886363636363635,79
HistGradientBoosting,val,precision_floor_65,0.8518120575826129,0.6702127659574468,0.3539325842696629,0.4632352941176471,0.4554527091390635,0.8760963199492391,9248,31,115,63,31,115,94,0.009939727186211273,0.84,0.23595505617977527,42,0.63,0.3539325842696629,63,0.415,0.46629213483146065,83
HistGradientBoosting,test,precision_floor_65,0.8518120575826129,0.6326530612244898,0.3522727272727273,0.45255474452554745,0.4505170677586998,0.8533014167205344,9246,36,114,62,36,114,98,0.01036159864664834,0.78,0.2215909090909091,39,0.62,0.3522727272727273,62,0.395,0.44886363636363635,79
HistGradientBoosting,val,precision_floor_70,0.8620860647500261,0.7560975609756098,0.34831460674157305,0.47692307692307695,0.4554527091390635,0.8760963199492391,9259,20,116,62,20,116,82,0.008670825843290684,0.84,0.23595505617977527,42,0.63,0.3539325842696629,63,0.415,0.46629213483146065,83
HistGradientBoosting,test,precision_floor_70,0.8620860647500261,0.7037037037037037,0.32386363636363635,0.44357976653696496,0.4505170677586998,0.8533014167205344,9258,24,119,57,24,119,81,0.008564178473250158,0.78,0.2215909090909091,39,0.62,0.3522727272727273,62,0.395,0.44886363636363635,79
XGBoost,val,balanced_f1,0.8675069808959961,0.71875,0.38764044943820225,0.5036496350364964,0.5005190457849434,0.8841354950346985,9252,27,109,69,27,109,96,0.010151210743364704,0.98,0.2752808988764045,49,0.69,0.38764044943820225,69,0.425,0.47752808988764045,85
XGBoost,test,balanced_f1,0.8675069808959961,0.8181818181818182,0.4090909090909091,0.5454545454545454,0.550646984380337,0.8724486298015709,9266,16,104,72,16,104,88,0.009304292662296468,0.98,0.2784090909090909,49,0.74,0.42045454545454547,74,0.455,0.5170454545454546,91
XGBoost,val,precision_floor_60,0.836641788482666,0.6101694915254238,0.4044943820224719,0.4864864864864865,0.5005190457849434,0.8841354950346985,9233,46,106,72,46,106,118,0.012477529872052449,0.98,0.2752808988764045,49,0.69,0.38764044943820225,69,0.425,0.47752808988764045,85
XGBoost,test,precision_floor_60,0.836641788482666,0.6551724137931034,0.4318181818181818,0.5205479452054794,0.550646984380337,0.8724486298015709,9242,40,100,76,40,100,116,0.012264749418481708,0.98,0.2784090909090909,49,0.74,0.42045454545454547,74,0.455,0.5170454545454546,91
XGBoost,val,precision_floor_65,0.8520721197128296,0.6574074074074074,0.398876404494382,0.4965034965034965,0.5005190457849434,0.8841354950346985,9242,37,107,71,37,107,108,0.011420112086285291,0.98,0.2752808988764045,49,0.69,0.38764044943820225,69,0.425,0.47752808988764045,85
XGBoost,test,precision_floor_65,0.8520721197128296,0.74,0.42045454545454547,0.5362318840579711,0.550646984380337,0.8724486298015709,9256,26,102,74,26,102,100,0.010573059843518714,0.98,0.2784090909090909,49,0.74,0.42045454545454547,74,0.455,0.5170454545454546,91
XGBoost,val,precision_floor_70,0.8675069808959961,0.71875,0.38764044943820225,0.5036496350364964,0.5005190457849434,0.8841354950346985,9252,27,109,69,27,109,96,0.010151210743364704,0.98,0.2752808988764045,49,0.69,0.38764044943820225,69,0.425,0.47752808988764045,85
XGBoost,test,precision_floor_70,0.8675069808959961,0.8181818181818182,0.4090909090909091,0.5454545454545454,0.550646984380337,0.8724486298015709,9266,16,104,72,16,104,88,0.009304292662296468,0.98,0.2784090909090909,49,0.74,0.42045454545454547,74,0.455,0.5170454545454546,91
LightGBM,val,balanced_f1,0.8215258342101207,0.9466666666666667,0.398876404494382,0.5612648221343873,0.5382350531829279,0.8744731064830454,9275,4,107,71,4,107,75,0.007930633393253674,1.0,0.2808988764044944,50,0.76,0.42696629213483145,76,0.45,0.5056179775280899,90
LightGBM,test,balanced_f1,0.8215258342101207,0.9285714285714286,0.4431818181818182,0.6,0.591591077584656,0.87396855595385,9276,6,98,78,6,98,84,0.00888137026855572,0.98,0.2784090909090909,49,0.85,0.48295454545454547,85,0.48,0.5454545454545454,96
LightGBM,val,precision_floor_60,0.5983163334100073,0.6058394160583942,0.46629213483146065,0.526984126984127,0.5382350531829279,0.8744731064830454,9225,54,95,83,54,95,137,0.014486623665010046,1.0,0.2808988764044944,50,0.76,0.42696629213483145,76,0.45,0.5056179775280899,90
LightGBM,test,precision_floor_60,0.5983163334100073,0.674074074074074,0.5170454545454546,0.5852090032154341,0.591591077584656,0.87396855595385,9238,44,85,91,44,85,135,0.014273630788750264,0.98,0.2784090909090909,49,0.85,0.48295454545454547,85,0.48,0.5454545454545454,96
LightGBM,val,precision_floor_65,0.6530269608230711,0.6890756302521008,0.4606741573033708,0.5521885521885522,0.5382350531829279,0.8744731064830454,9242,37,96,82,37,96,119,0.012583271650629163,1.0,0.2808988764044944,50,0.76,0.42696629213483145,76,0.45,0.5056179775280899,90
LightGBM,test,precision_floor_65,0.6530269608230711,0.7586206896551724,0.5,0.6027397260273972,0.591591077584656,0.87396855595385,9254,28,88,88,28,88,116,0.012264749418481708,0.98,0.2784090909090909,49,0.85,0.48295454545454547,85,0.48,0.5454545454545454,96
LightGBM,val,precision_floor_70,0.6811335878972197,0.7017543859649122,0.449438202247191,0.547945205479452,0.5382350531829279,0.8744731064830454,9245,34,98,80,34,98,114,0.012054562757745585,1.0,0.2808988764044944,50,0.76,0.42696629213483145,76,0.45,0.5056179775280899,90
LightGBM,test,precision_floor_70,0.6811335878972197,0.7981651376146789,0.4943181818181818,0.6105263157894737,0.591591077584656,0.87396855595385,9260,22,89,87,22,89,109,0.011524635229435398,0.98,0.2784090909090909,49,0.85,0.48295454545454547,85,0.48,0.5454545454545454,96
CatBoost,val,balanced_f1,0.8249890644484875,0.71875,0.38764044943820225,0.5036496350364964,0.4786890644817366,0.8757039878619232,9252,27,109,69,27,109,96,0.010151210743364704,0.96,0.2696629213483146,48,0.69,0.38764044943820225,69,0.39,0.43820224719101125,78
CatBoost,test,balanced_f1,0.8249890644484875,0.7926829268292683,0.3693181818181818,0.5038759689922481,0.5346259383656053,0.8652450490685785,9265,17,111,65,17,111,82,0.008669909071685345,0.98,0.2784090909090909,49,0.7,0.3977272727272727,70,0.45,0.5113636363636364,90
